fileName,fileContent
"./ss_19200626_UFC_SASC_001_X_OCR.txt","Cee eee see\nWB OPVER TO RUY\nerks Drilliag\nsiverse! Lock Nut\naited Rubber Products\nMotors\nrGtan Trust & Revings Bank\nUnion National Bank\nAmerican Trust & Ravings Bank\nCommonwealth Fieance\nain Meters\nera Const ruetion\nShipyards\nWE OFFER TO 8SEiL.\nQvews Bees Mines.......8 3§0\neetere Rubber........ q78\n90 Superior Portiand Cem... 8400\n16 Nut House, pfd ........ 9300\n660 Pactfic Coast Biscuit... Special\n@P. 8 FT... & P. Co.. pté.. HIié\n90 Pacific Alaske Nav. Ce.. 116 06\n1°83 Devie Cer .............. 2 00\nCo-operative Paod Ass‘a. $3146\n380 Rothert Proresa Kteal... 1.00\n2150 Manhattan-Texas Pet .. 135\n60@ Pan Motor 7......2..sc06 4.78\n20 King Airohip .......... 1600\n4 United Pinance eee 1a\n§ Goectruction Appliance. . 10.00\n§006 Wyoming ifie Wn... ng\n2000 Alaska Pet. & Coal...... 19%\nLiberty Bonds and German Muntci-\npels Bought end Sold\nROANDINAVIAN AMERICAN\nROCURITILZS CORPORATION\nBMatn 8337 703 Third Avenue"
"./ss_19200626_UFC_SASC_001_X_OCR_EDT.txt","92 STOCKS AND BONDS\n\nWE OFFER TO BUY\n\nForks Drilling\nUniversal Lock Nut\nUnited Rubber Products\nPan Motors\nGuardian Trust & Savings Bank\nUnion National Bank\nAmerican Trust & Savings Bank\nCommonwealth Finance\nElgin Motors\nArctic Construction\nTodd Shipyards\n\nWE OFFER TO SELL.\n\n1000	Queen Bess Mines.......  $3.50\n 100    Western Rubber........   4.75\n  20    Superior Portland Cem... 80.00\n  15    Nut House, pfd ........  92.00\n  50    Pacific Coast Biscuit... Special\n   6    P.S.T, L & P. Co.. pfd.. Bid\n  10    Pacific Alaska Nav. Co.. 115.00\n 100    Davis Car .............. 2.00\n  50    Co-operative Food Ass'n. Bid\n 250    Rothert Process Steel... 1.00\n 150    Manhattan-Texas Pet ..   1.35\n  50    Pan Motor ........       4.75\n  10 	King Airship ..........  16.00\n   4    United Finance ...       Bid\n   5    Construction Appliance.  10.00\n5000    Wyoming Pacific Oil...   .09\n1000    Alaska Pet. & Coal...... .19 1/2\n\nLiberty Bonds and German Munici-\npals Bought and Sold\n\nSCANDINAVIAN AMERICAN\nSECURITIES CORPORATION\nMain 8337 703 Third Avenue\n\n[ID: ss_19200626_UFC_SASC]\n"
"./ss_19200630_UFC_SASC_002_OCR.txt","
\n****** Result for Image/Page 1 ******
\nAAAYAV	
\nWE OFFER TO BUY	
\nUniversal Lock Nut.	
\nUnited Rubber Products.	
\nGuardian Trust & Savings ank	
\nUnion National Bank.	
\nAmerican Trust & Savings Fank	
\nCommonwealth Finance.	Egin Motors.	
\nTodd Shipyards. Aretic Cnstruction.	
\nWE OFFER TO SELL	
\n1,000 Queen Bess Mines...... $ 3.50	
\n100 Western Rubber..	4.75	
\n20 Sup. Portland Cement. ...	80.00	
\n15 Nut House, pfd.. ....	92.00	
\n50 Pacific Coast Biscuit....	Special	
\n6 P. S. T. L. & P. Co....	115.00	
\n100 Davis Car....	2.00	
\n50 Co-operative Food Assn.. ..	Bid	
\n250 Rothert Proeess Steel....	1.00	
\n150 Manhattan-Texas Pet..	1.35	
\n50 Pan Motor..	4.50	
\n10 King Airship......	15.00	
\n4 United Finance, 8% pfd....	80.00	
\n5 Construction Appliance...	10.00	
\n1,000 Alaska Pet. & Coal.......	.182	
\n2,000 Forks Drilling..	45	
\n1,000 Parry Oil, 10% qtly....	1.00	
\n45 American Nitroge n, 7%	
\npId.	*	55.00	
\n10 Norwegian America Line... 120.00	
\n25 Swedish American Line.... 35.00	
\nSCANDINAVIAN AMERICAN	
\nSECURITIES CORPORATION	
\n702 Third Ave	Seattle, U. 8. A	
\nhone Maln 3337	
\n"
"./ss_19200630_UFC_SASC_002_OCR_EDT.txt","
\n****** Result for Image/Page 1 ******
\nSASC
\n
\nWE OFFER TO BUY	
\nUniversal Lock Nut.	
\nUnited Rubber Products.	
\nGuardian Trust & Savings Bank.
\nUnion National Bank.	
\nAmerican Trust & Savings Bank.	
\nCommonwealth Finance.	Egin Motors.	
\nTodd Shipyards. Arctic Cnstruction.	
\n
\nWE OFFER TO SELL	
\n
\n1,000 	 Queen Bess Mines ......		$ 3.50	
\n100 	 Western Rubber ..	  	4.75	
\n20 	 Sup. Portland Cement . ...	80.00	
\n15 	 Nut House, pfd. . ....		92.00	
\n50 	 Pacific Coast Biscuit ....	Special	
\n6 	 P. S. T. L. & P. Co. ...	115.00	
\n100 	 Davis Car ....	  		2.00	
\n50 	 Co-operative Food Assn. ...	Bid	
\n250 	 Rothert Proeess Steel ....	1.00	
\n150 	 Manhattan-Texas Pet. ..	1.35	
\n50 	 Pan Motor ...	 		4.50	
\n10 	 King Airship ......		15.00	
\n4 	 United Finance, 8% pfd. ...	80.00	
\n5 	 Construction Appliance ...	10.00	
\n1,000 	 Alaska Pet. & Coal .......	.18 1/2	
\n2,000 	 Forks Drilling ...		.45	
\n1,000 	 Parry Oil, 10% qtly. ...	1.00	
\n45 	 American Nitrogen, 7%	
\n	 	  pfd.	... 		55.00	
\n10 	Norwegian America Line ... 	120.00	
\n25 	Swedish American Line .... 	35.00
\n	
\nSCANDINAVIAN AMERICAN	
\nSECURITIES CORPORATION	
\n
